SaleDate,PRODUCT_CATEGORY,UNIT_OF_MEASURE,RecordNo,TOTAL_$,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
2/7/2021,Shake/Trim,Grams,7303,848.34,0,0,65,848.34,65,3/22/2024
2/7/2021,Raw Pre-Rolls,Grams,7303,211506.97,0,0,14156.3,211506.97,14156.3,3/22/2024
2/7/2021,Infused (non-edible),Each,7303,5724.85,146,5724.85,0,0,146,3/22/2024
2/7/2021,Kief,Grams,7303,2195,0,0,84,2195,84,3/22/2024
2/7/2021,Concentrate,Grams,7303,26318,0,0,396,26318,396,3/22/2024
2/7/2021,Infused Pre-Rolls,Grams,7303,7164.9,0,0,286.15,7164.9,286.15,3/22/2024
2/7/2021,Concentrate (Each),Each,7303,103841.52,2012,103841.52,0,0,2012,3/22/2024
2/7/2021,Vape Product,Each,7303,287147.56,5050,287147.56,0,0,5050,3/22/2024
2/7/2021,Buds,Grams,7303,791884.74,0,0,55969.09,791884.74,55969.09,3/22/2024
2/7/2021,Infused (edible),Each,7303,230468.5,8460,230468.5,0,0,8460,3/22/2024
2/7/2021,Shake/Trim (by strain),Grams,7303,5329,0,0,547,5329,547,3/22/2024
2/8/2021,Kief,Grams,7314,2568.84,0,0,92,2568.84,92,3/22/2024
2/8/2021,Shake/Trim,Grams,7314,432.51,0,0,46,432.51,46,3/22/2024
2/8/2021,Infused (non-edible),Each,7314,8512.49,243,8512.49,0,0,243,3/22/2024
2/8/2021,Infused Pre-Rolls,Grams,7314,9277.5,0,0,367.5,9277.5,367.5,3/22/2024
2/8/2021,Infused (edible),Each,7314,291182.72,10590,291182.72,0,0,10590,3/22/2024
2/8/2021,Raw Pre-Rolls,Grams,7314,279732.1,0,0,18678.07,279732.1,18678.07,3/22/2024
2/8/2021,Buds,Grams,7314,1099660.72,0,0,77256.6,1099660.72,77256.6,3/22/2024
2/8/2021,Vape Product,Each,7314,444681.43,7775,444681.43,0,0,7775,3/22/2024
2/8/2021,Concentrate,Grams,7314,34675.25,0,0,515.5,34675.25,515.5,3/22/2024
2/8/2021,Concentrate (Each),Each,7314,146337.53,2784,146337.53,0,0,2784,3/22/2024
2/8/2021,Shake/Trim (by strain),Grams,7314,9355.5,0,0,985.75,9355.5,985.75,3/22/2024
2/9/2021,Concentrate,Grams,7325,32303.26,0,0,483.6,32303.26,483.6,3/22/2024
2/9/2021,Kief,Grams,7325,2109,0,0,77,2109,77,3/22/2024
2/9/2021,Buds,Grams,7325,894010.57,0,0,62664.78,894010.57,62664.78,3/22/2024
2/9/2021,Raw Pre-Rolls,Grams,7325,249934.36,0,0,16751.12,249934.36,16751.12,3/22/2024
2/9/2021,Vape Product,Each,7325,342351.42,5973,342351.42,0,0,5973,3/22/2024
2/9/2021,Shake/Trim (by strain),Grams,7325,8978.15,0,0,978,8978.15,978,3/22/2024
2/9/2021,Infused Pre-Rolls,Grams,7325,9986.4,0,0,388.5,9986.4,388.5,3/22/2024
2/9/2021,Concentrate (Each),Each,7325,120113.83,2280,120113.83,0,0,2280,3/22/2024
2/9/2021,Infused (edible),Each,7325,212831.11,7814,212831.11,0,0,7814,3/22/2024
2/9/2021,Shake/Trim,Grams,7325,596.68,0,0,62,596.68,62,3/22/2024
2/9/2021,Infused (non-edible),Each,7325,4541.44,140,4541.44,0,0,140,3/22/2024
2/10/2021,Raw Pre-Rolls,Grams,7336,336112.38,0,0,22122.18,336112.38,22122.18,3/22/2024
2/10/2021,Buds,Grams,7336,1284330.61,0,0,90281.66,1284330.61,90281.66,3/22/2024
2/10/2021,Concentrate (Each),Each,7336,171410.11,3290,171410.11,0,0,3290,3/22/2024
2/10/2021,Infused Pre-Rolls,Grams,7336,11205.3,0,0,461.2,11205.3,461.2,3/22/2024
2/10/2021,Kief,Grams,7336,2838.5,0,0,104,2838.5,104,3/22/2024
2/10/2021,Shake/Trim (by strain),Grams,7336,14769.28,0,0,1734.75,14769.28,1734.75,3/22/2024
2/10/2021,Vape Product,Each,7336,535340.85,9265,535340.85,0,0,9265,3/22/2024
2/10/2021,Infused (edible),Each,7336,377160.65,13678,377160.65,0,0,13678,3/22/2024
2/10/2021,Infused (non-edible),Each,7336,10130,285,10130,0,0,285,3/22/2024
2/10/2021,Concentrate,Grams,7336,44258.29,0,0,665.5,44258.29,665.5,3/22/2024
2/10/2021,Shake/Trim,Grams,7336,1438.85,0,0,120,1438.85,120,3/22/2024
2/11/2021,Shake/Trim,Grams,7347,1573.85,0,0,130,1573.85,130,3/22/2024
2/11/2021,Infused (edible),Each,7347,431319.48,15657,431319.48,0,0,15657,3/22/2024
2/11/2021,Kief,Grams,7347,3438.52,0,0,128,3438.52,128,3/22/2024
2/11/2021,Raw Pre-Rolls,Grams,7347,347712.48,0,0,22832.5,347712.48,22832.5,3/22/2024
2/11/2021,Infused Pre-Rolls,Grams,7347,11229.95,0,0,458.55,11229.95,458.55,3/22/2024
2/11/2021,Buds,Grams,7347,1268970.69,0,0,89185.45,1268970.69,89185.45,3/22/2024
2/11/2021,Concentrate,Grams,7347,43655.37,0,0,661.6,43655.37,661.6,3/22/2024
2/11/2021,Infused (non-edible),Each,7347,11157.64,430,11157.64,0,0,430,3/22/2024
2/11/2021,Shake/Trim (by strain),Grams,7347,16242.6,0,0,1939.75,16242.6,1939.75,3/22/2024
2/11/2021,Concentrate (Each),Each,7347,180064.47,3534,180064.47,0,0,3534,3/22/2024
2/11/2021,Vape Product,Each,7347,542207.76,9508,542207.76,0,0,9508,3/22/2024
2/12/2021,Concentrate,Milligrams,7358,130,0,0,0,130,0,3/22/2024
2/12/2021,Vape Product,Each,7358,765250.31,13167,765250.31,0,0,13167,3/22/2024
2/12/2021,Infused Pre-Rolls,Grams,7358,15656.62,0,0,641.75,15656.62,641.75,3/22/2024
2/12/2021,Infused (non-edible),Each,7358,18473.79,590,18473.79,0,0,590,3/22/2024
2/12/2021,Shake/Trim,Grams,7358,702.51,0,0,55,702.51,55,3/22/2024
2/12/2021,Concentrate,Grams,7358,60136.6,0,0,919.1,60136.6,919.1,3/22/2024
2/12/2021,Concentrate (Each),Each,7358,232101.24,4540,232101.24,0,0,4540,3/22/2024
2/12/2021,Kief,Grams,7358,3337.5,0,0,122,3337.5,122,3/22/2024
2/12/2021,Buds,Grams,7358,1687848.58,0,0,117440.51,1687848.58,117440.51,3/22/2024
2/12/2021,Raw Pre-Rolls,Grams,7358,472724.72,0,0,30839.85,472724.72,30839.85,3/22/2024
2/12/2021,Shake/Trim (by strain),Grams,7358,14959.06,0,0,1577.75,14959.06,1577.75,3/22/2024
2/12/2021,Infused (edible),Each,7358,650546.1,23779,650546.1,0,0,23779,3/22/2024
2/13/2021,Shake/Trim (by strain),Grams,7370,16559.15,0,0,1802.5,16559.15,1802.5,3/22/2024
2/13/2021,Buds,Grams,7370,1768284,0,0,122800.49,1768284,122800.49,3/22/2024
2/13/2021,Infused (non-edible),Each,7370,23939.96,714,23939.96,0,0,714,3/22/2024
2/13/2021,Raw Pre-Rolls,Grams,7370,465288.44,0,0,30479.68,465288.44,30479.68,3/22/2024
2/13/2021,Concentrate (Each),Each,7370,265310.8,5103,265310.8,0,0,5103,3/22/2024
2/13/2021,Shake/Trim,Grams,7370,893.77,0,0,94,893.77,94,3/22/2024
2/13/2021,Concentrate,Milligrams,7370,65,0,0,0,65,0,3/22/2024
2/13/2021,Concentrate,Grams,7370,50702.66,0,0,754.6,50702.66,754.6,3/22/2024
2/13/2021,Infused Pre-Rolls,Grams,7370,15748.01,0,0,646.7,15748.01,646.7,3/22/2024
2/13/2021,Kief,Grams,7370,4411,0,0,160,4411,160,3/22/2024
2/13/2021,Infused (edible),Each,7370,794399.73,28882,794399.73,0,0,28882,3/22/2024
2/13/2021,Vape Product,Each,7370,817659.09,14057,817659.09,0,0,14057,3/22/2024
2/14/2021,Infused (non-edible),Each,7382,14249.86,442,14249.86,0,0,442,3/22/2024
2/14/2021,Concentrate (Each),Each,7382,171899.48,3359,171899.48,0,0,3359,3/22/2024
2/14/2021,Infused Pre-Rolls,Grams,7382,11017.63,0,0,446.15,11017.63,446.15,3/22/2024
2/14/2021,Shake/Trim (by strain),Grams,7382,13108.21,0,0,1474,13108.21,1474,3/22/2024
2/14/2021,Shake/Trim,Grams,7382,510,0,0,17,510,17,3/22/2024
2/14/2021,Infused (edible),Each,7382,466679.12,17132,466679.12,0,0,17132,3/22/2024
2/14/2021,Kief,Grams,7382,4246.5,0,0,153,4246.5,153,3/22/2024
2/14/2021,Raw Pre-Rolls,Grams,7382,332715.42,0,0,21722.8,332715.42,21722.8,3/22/2024
2/14/2021,Buds,Grams,7382,1139900.44,0,0,79458.08,1139900.44,79458.08,3/22/2024
2/14/2021,Vape Product,Each,7382,497203.73,8651,497203.73,0,0,8651,3/22/2024
2/14/2021,Concentrate,Grams,7382,36704.38,0,0,550.3,36704.38,550.3,3/22/2024
2/14/2021,Concentrate,Milligrams,7382,130,0,0,0,130,0,3/22/2024
2/15/2021,Infused Pre-Rolls,Grams,7394,8043.94,0,0,320.2,8043.94,320.2,3/22/2024
2/15/2021,Concentrate,Grams,7394,34790.86,0,0,519.8,34790.86,519.8,3/22/2024
2/15/2021,Infused (edible),Each,7394,366621.14,13307,366621.14,0,0,13307,3/22/2024
2/15/2021,Buds,Grams,7394,1071874.41,0,0,75522.83,1071874.41,75522.83,3/22/2024
2/15/2021,Shake/Trim,Grams,7394,434.17,0,0,25,434.17,25,3/22/2024
2/15/2021,Concentrate (Each),Each,7394,157407.97,3065,157407.97,0,0,3065,3/22/2024
2/15/2021,Concentrate,Milligrams,7394,130,0,0,0,130,0,3/22/2024
2/15/2021,Kief,Grams,7394,2867,0,0,108,2867,108,3/22/2024
2/15/2021,Shake/Trim (by strain),Grams,7394,9761,0,0,1123.5,9761,1123.5,3/22/2024
2/15/2021,Vape Product,Each,7394,484912.94,8346,484912.94,0,0,8346,3/22/2024
2/15/2021,Infused (non-edible),Each,7394,9887.38,305,9887.38,0,0,305,3/22/2024
2/15/2021,Raw Pre-Rolls,Grams,7394,296816.99,0,0,19475.36,296816.99,19475.36,3/22/2024
2/16/2021,Shake/Trim,Grams,7406,240.01,0,0,22,240.01,22,3/22/2024
2/16/2021,Buds,Grams,7406,932330.57,0,0,66213.96,932330.57,66213.96,3/22/2024
2/16/2021,Concentrate (Each),Each,7406,121294.97,2394,121294.97,0,0,2394,3/22/2024
2/16/2021,Concentrate,Milligrams,7406,65,0,0,0,65,0,3/22/2024
2/16/2021,Shake/Trim (by strain),Grams,7406,9541.9,0,0,1006.25,9541.9,1006.25,3/22/2024
2/16/2021,Concentrate,Grams,7406,31917.93,0,0,481.5,31917.93,481.5,3/22/2024
2/16/2021,Infused (non-edible),Each,7406,7211.82,227,7211.82,0,0,227,3/22/2024
2/16/2021,Kief,Grams,7406,2276,0,0,81,2276,81,3/22/2024
2/16/2021,Raw Pre-Rolls,Grams,7406,275412.26,0,0,18003.8,275412.26,18003.8,3/22/2024
2/16/2021,Vape Product,Each,7406,391110.83,6757,391110.83,0,0,6757,3/22/2024
2/16/2021,Infused Pre-Rolls,Grams,7406,5955.5,0,0,229.5,5955.5,229.5,3/22/2024
2/16/2021,Infused (edible),Each,7406,266942.61,9773,266942.61,0,0,9773,3/22/2024
2/16/2021,Infused Beverage,Each,7406,591.09,91,591.09,0,0,91,3/22/2024
2/17/2021,Concentrate,Milligrams,7419,325,0,0,0,325,0,3/22/2024
2/17/2021,Shake/Trim (by strain),Grams,7419,13342.36,0,0,1534.75,13342.36,1534.75,3/22/2024
2/17/2021,Concentrate (Each),Each,7419,195174.81,3786,195174.81,0,0,3786,3/22/2024
2/17/2021,Infused (edible),Each,7419,404932.57,14469,404932.57,0,0,14469,3/22/2024
2/17/2021,Shake/Trim,Grams,7419,210,0,0,7,210,7,3/22/2024
2/17/2021,Buds,Grams,7419,1358203.56,0,0,95632.11,1358203.56,95632.11,3/22/2024
2/17/2021,Infused (non-edible),Each,7419,10605.1,300,10605.1,0,0,300,3/22/2024
2/17/2021,Raw Pre-Rolls,Grams,7419,352720.73,0,0,23213.99,352720.73,23213.99,3/22/2024
2/17/2021,Kief,Grams,7419,3450.5,0,0,126,3450.5,126,3/22/2024
2/17/2021,Infused Beverage,Each,7419,1968.15,310,1968.15,0,0,310,3/22/2024
2/17/2021,Infused Pre-Rolls,Grams,7419,9986.01,0,0,399.55,9986.01,399.55,3/22/2024
2/17/2021,Concentrate,Grams,7419,38025.18,0,0,560,38025.18,560,3/22/2024
2/17/2021,Vape Product,Each,7419,550258.56,9384,550258.56,0,0,9384,3/22/2024
2/18/2021,Infused (edible),Each,7432,356657.88,13066,356657.88,0,0,13066,3/22/2024
2/18/2021,Raw Pre-Rolls,Grams,7432,344083.94,0,0,22607.97,344083.94,22607.97,3/22/2024
2/18/2021,Concentrate,Grams,7432,40411.86,0,0,587.1,40411.86,587.1,3/22/2024
2/18/2021,Vape Product,Each,7432,481444.22,8301,481444.22,0,0,8301,3/22/2024
2/18/2021,Shake/Trim (by strain),Grams,7432,15924,0,0,1873.75,15924,1873.75,3/22/2024
2/18/2021,Concentrate (Each),Each,7432,170363.48,3394,170363.48,0,0,3394,3/22/2024
2/18/2021,Infused (non-edible),Each,7432,12739.83,430,12739.83,0,0,430,3/22/2024
2/18/2021,Kief,Grams,7432,3439.34,0,0,126,3439.34,126,3/22/2024
2/18/2021,Infused Pre-Rolls,Grams,7432,8763.73,0,0,338.7,8763.73,338.7,3/22/2024
2/18/2021,Concentrate,Milligrams,7432,325,0,0,0,325,0,3/22/2024
2/18/2021,Buds,Grams,7432,1248498.84,0,0,87993.99,1248498.84,87993.99,3/22/2024
2/18/2021,Infused Beverage,Each,7432,3657.75,566,3657.75,0,0,566,3/22/2024
2/18/2021,Shake/Trim,Grams,7432,435,0,0,15,435,15,3/22/2024
2/19/2021,Shake/Trim,Grams,7445,570,0,0,37,570,37,3/22/2024
2/19/2021,Concentrate (Each),Each,7445,178240.73,3557,178240.73,0,0,3557,3/22/2024
2/19/2021,Concentrate,Milligrams,7445,130,0,0,0,130,0,3/22/2024
2/19/2021,Kief,Grams,7445,3427.5,0,0,127,3427.5,127,3/22/2024
2/19/2021,Infused (edible),Each,7445,394705.53,14439,394705.53,0,0,14460.5,3/22/2024
2/19/2021,Infused Beverage,Each,7445,5437.43,832,5437.43,0,0,832,3/22/2024
2/19/2021,Concentrate,Grams,7445,45551.83,0,0,680.8,45551.83,680.8,3/22/2024
2/19/2021,Raw Pre-Rolls,Grams,7445,359672.46,0,0,23723.43,359672.46,23723.43,3/22/2024
2/19/2021,Vape Product,Each,7445,507905.08,8937,507905.08,0,0,8937,3/22/2024
2/19/2021,Shake/Trim (by strain),Grams,7445,17085.7,0,0,2005,17085.7,2005,3/22/2024
2/19/2021,Infused (non-edible),Each,7445,14541.75,467,14541.75,0,0,467,3/22/2024
2/19/2021,Infused Pre-Rolls,Grams,7445,9926.66,0,0,394.55,9926.66,394.55,3/22/2024
2/19/2021,Buds,Grams,7445,1269951.68,0,0,89594.14,1269951.68,89594.14,3/22/2024
2/20/2021,Raw Pre-Rolls,Grams,7458,446169.53,0,0,29144.61,446169.53,29144.61,3/22/2024
2/20/2021,Infused (edible),Each,7458,688869.56,25044,688869.56,0,0,25044,3/22/2024
2/20/2021,Concentrate,Milligrams,7458,130,0,0,0,130,0,3/22/2024
2/20/2021,Buds,Grams,7458,1720689.9,0,0,121298.36,1720689.9,121298.36,3/22/2024
2/20/2021,Shake/Trim (by strain),Grams,7458,20564.69,0,0,2347.75,20564.69,2347.75,3/22/2024
2/20/2021,Infused (non-edible),Each,7458,20567.98,594,20567.98,0,0,594,3/22/2024
2/20/2021,Concentrate (Each),Each,7458,252543.3,4935,252543.3,0,0,4935,3/22/2024
2/20/2021,Concentrate,Grams,7458,54167.42,0,0,812.25,54167.42,812.25,3/22/2024
2/20/2021,Kief,Grams,7458,4204.5,0,0,152,4204.5,152,3/22/2024
2/20/2021,Infused Beverage,Each,7458,8964.27,1339,8964.27,0,0,1339,3/22/2024
2/20/2021,Infused Pre-Rolls,Grams,7458,13277.22,0,0,538.25,13277.22,538.25,3/22/2024
2/20/2021,Shake/Trim,Grams,7458,1770,0,0,119,1770,119,3/22/2024
2/20/2021,Vape Product,Each,7458,789813.91,13693,789813.91,0,0,13693,3/22/2024
2/21/2021,Infused (non-edible),Each,7471,13208.88,407,13208.88,0,0,407,3/22/2024
2/21/2021,Infused (edible),Each,7471,469091.69,16813,469091.69,0,0,16813,3/22/2024
2/21/2021,Vape Product,Each,7471,588548.43,10158,588548.43,0,0,10158,3/22/2024
2/21/2021,Concentrate,Grams,7471,37212.31,0,0,555.5,37212.31,555.5,3/22/2024
2/21/2021,Shake/Trim,Grams,7471,540,0,0,26,540,26,3/22/2024
2/21/2021,Infused Beverage,Each,7471,5781.33,865,5781.33,0,0,865,3/22/2024
2/21/2021,Shake/Trim (by strain),Grams,7471,18929.75,0,0,2073.5,18929.75,2073.5,3/22/2024
2/21/2021,Raw Pre-Rolls,Grams,7471,327382.62,0,0,21578.64,327382.62,21578.64,3/22/2024
2/21/2021,Buds,Grams,7471,1269691.21,0,0,89855.91,1269691.21,89855.91,3/22/2024
2/21/2021,Infused Pre-Rolls,Grams,7471,10839.33,0,0,431.4,10839.33,431.4,3/22/2024
2/21/2021,Concentrate (Each),Each,7471,183970.24,3655,183970.24,0,0,3655,3/22/2024
2/21/2021,Kief,Grams,7471,3196.5,0,0,120,3196.5,120,3/22/2024
2/22/2021,Vape Product,Each,7483,414155.95,7227,414155.95,0,0,7227,3/22/2024
2/22/2021,Concentrate,Milligrams,7483,130,0,0,0,130,0,3/22/2024
2/22/2021,Shake/Trim,Grams,7483,2430,0,0,140,2430,140,3/22/2024
2/22/2021,Raw Pre-Rolls,Grams,7483,277700.59,0,0,18431.46,277700.59,18431.46,3/22/2024
2/22/2021,Concentrate (Each),Each,7483,139069.58,2748,139069.58,0,0,2748,3/22/2024
2/22/2021,Infused (edible),Each,7483,273314.25,10084,273314.25,0,0,10084,3/22/2024
2/22/2021,Infused (non-edible),Each,7483,9566.42,288,9566.42,0,0,288,3/22/2024
2/22/2021,Kief,Grams,7483,2097,0,0,77,2097,77,3/22/2024
2/22/2021,Infused Beverage,Each,7483,4659.53,712,4659.53,0,0,712,3/22/2024
2/22/2021,Infused Pre-Rolls,Grams,7483,7319.71,0,0,292.55,7319.71,292.55,3/22/2024
2/22/2021,Concentrate,Grams,7483,35179.49,0,0,527,35179.49,527,3/22/2024
2/22/2021,Buds,Grams,7483,1009018.86,0,0,71104.14,1009018.86,71104.14,3/22/2024
2/22/2021,Shake/Trim (by strain),Grams,7483,13232.51,0,0,1557.5,13232.51,1557.5,3/22/2024
2/23/2021,Kief,Grams,7496,2661.7,0,0,101,2661.7,101,3/22/2024
2/23/2021,Vape Product,Each,7496,499468.02,8741,499468.02,0,0,8741,3/22/2024
2/23/2021,Infused (edible),Each,7496,338064.54,12081,338064.54,0,0,12081,3/22/2024
2/23/2021,Concentrate (Each),Each,7496,167206.99,3328,167206.99,0,0,3328,3/22/2024
2/23/2021,Concentrate,Grams,7496,38547.38,0,0,577.5,38547.38,577.5,3/22/2024
2/23/2021,Buds,Grams,7496,1200377.4,0,0,84397.02,1200377.4,84397.02,3/22/2024
2/23/2021,Shake/Trim (by strain),Grams,7496,19238.88,0,0,2289.75,19238.88,2289.75,3/22/2024
2/23/2021,Infused Pre-Rolls,Grams,7496,10369.58,0,0,415.6,10369.58,415.6,3/22/2024
2/23/2021,Shake/Trim,Grams,7496,1468.34,0,0,166,1468.34,166,3/22/2024
2/23/2021,Infused (non-edible),Each,7496,9931.17,308,9931.17,0,0,308,3/22/2024
2/23/2021,Raw Pre-Rolls,Grams,7496,329784.26,0,0,21775.58,329784.26,21775.58,3/22/2024
2/23/2021,Infused Beverage,Each,7496,5474.16,826,5474.16,0,0,826,3/22/2024
2/24/2021,Infused Pre-Rolls,Grams,7508,11260.65,0,0,448.05,11260.65,448.05,3/22/2024
2/24/2021,Raw Pre-Rolls,Grams,7508,350401.18,0,0,22953.3,350401.18,22953.3,3/22/2024
2/24/2021,Infused Beverage,Each,7508,6618.29,988,6618.29,0,0,988,3/22/2024
2/24/2021,Infused (edible),Each,7508,375316,13689,375316,0,0,13689,3/22/2024
2/24/2021,Buds,Grams,7508,1319671.14,0,0,92701.88,1319671.14,92701.88,3/22/2024
2/24/2021,Shake/Trim,Grams,7508,1597.53,0,0,172,1597.53,172,3/22/2024
2/24/2021,Concentrate (Each),Each,7508,181118.57,3572,181118.57,0,0,3572,3/22/2024
2/24/2021,Kief,Grams,7508,3106.87,0,0,117,3106.87,117,3/22/2024
2/24/2021,Shake/Trim (by strain),Grams,7508,20578.21,0,0,2354.75,20578.21,2354.75,3/22/2024
2/24/2021,Concentrate,Grams,7508,45490.14,0,0,684.1,45490.14,684.1,3/22/2024
2/24/2021,Infused (non-edible),Each,7508,12087.93,447,12087.93,0,0,447,3/22/2024
2/24/2021,Vape Product,Each,7508,541535.03,9555,541535.03,0,0,9555,3/22/2024
2/25/2021,Infused Beverage,Each,7520,7326.89,1126,7326.89,0,0,1126,3/22/2024
2/25/2021,Vape Product,Each,7520,551828.09,9790,551828.09,0,0,9790,3/22/2024
2/25/2021,Infused (non-edible),Each,7520,14748.74,421,14748.74,0,0,421,3/22/2024
2/25/2021,Concentrate (Each),Each,7520,186853.79,3716,186853.79,0,0,3716,3/22/2024
2/25/2021,Kief,Grams,7520,3137.01,0,0,116,3137.01,116,3/22/2024
2/25/2021,Concentrate,Grams,7520,42100.41,0,0,641.8,42100.41,641.8,3/22/2024
2/25/2021,Shake/Trim (by strain),Grams,7520,25499.05,0,0,2955.75,25499.05,2955.75,3/22/2024
2/25/2021,Infused Pre-Rolls,Grams,7520,10997.41,0,0,443.15,10997.41,443.15,3/22/2024
2/25/2021,Infused (edible),Each,7520,413174.78,15186,413174.78,0,0,15186,3/22/2024
2/25/2021,Buds,Grams,7520,1337298.96,0,0,94036.31,1337298.96,94036.31,3/22/2024
2/25/2021,Shake/Trim,Grams,7520,672.51,0,0,54,672.51,54,3/22/2024
2/25/2021,Raw Pre-Rolls,Grams,7520,364812.19,0,0,24029.67,364812.19,24029.67,3/22/2024
2/26/2021,Shake/Trim,Grams,7532,700.85,0,0,76,700.85,76,3/22/2024
2/26/2021,Infused Beverage,Each,7532,21540.85,2751,21540.85,0,0,2751,3/22/2024
2/26/2021,Kief,Grams,7532,4141.49,0,0,152,4141.49,152,3/22/2024
2/26/2021,Raw Pre-Rolls,Grams,7532,466124.38,0,0,31009.85,466124.38,31009.85,3/22/2024
2/26/2021,Concentrate,Grams,7532,53320.95,0,0,812.8,53320.95,812.8,3/22/2024
2/26/2021,Infused Pre-Rolls,Grams,7532,14892.5,0,0,606.3,14892.5,606.3,3/22/2024
2/26/2021,Buds,Grams,7532,1724116.45,0,0,121135.82,1724116.45,121135.82,3/22/2024
2/26/2021,Infused (edible),Each,7532,589392.2,21680,589392.2,0,0,21680,3/22/2024
2/26/2021,Shake/Trim (by strain),Grams,7532,30458.21,0,0,3842,30458.21,3842,3/22/2024
2/26/2021,Vape Product,Each,7532,721532.38,12901,721532.38,0,0,12901,3/22/2024
2/26/2021,Concentrate (Each),Each,7532,247758.93,4932,247758.93,0,0,4932,3/22/2024
2/26/2021,Infused (non-edible),Each,7532,15370.54,425,15370.54,0,0,425,3/22/2024
2/27/2021,Kief,Grams,7544,5116.01,0,0,194,5116.01,194,3/22/2024
2/27/2021,Infused (edible),Each,7544,690317.29,25300,690317.29,0,0,25300,3/22/2024
2/27/2021,Shake/Trim (by strain),Grams,7544,30934.64,0,0,4061.75,30934.64,4061.75,3/22/2024
2/27/2021,Buds,Grams,7544,1666969.54,0,0,116926.35,1666969.54,116926.35,3/22/2024
2/27/2021,Infused Beverage,Each,7544,24244.25,3004,24244.25,0,0,3004,3/22/2024
2/27/2021,Infused Pre-Rolls,Grams,7544,11894.84,0,0,483.45,11894.84,483.45,3/22/2024
2/27/2021,Infused (non-edible),Each,7544,17886.1,460,17886.1,0,0,460,3/22/2024
2/27/2021,Concentrate (Each),Each,7544,254234.57,4949,254234.57,0,0,4949,3/22/2024
2/27/2021,Vape Product,Each,7544,730938.36,12991,730938.36,0,0,12991,3/22/2024
2/27/2021,Concentrate,Grams,7544,56696.91,0,0,855.5,56696.91,855.5,3/22/2024
2/27/2021,Shake/Trim,Grams,7544,738.34,0,0,67,738.34,67,3/22/2024
2/27/2021,Raw Pre-Rolls,Grams,7544,423938.52,0,0,28041.38,423938.52,28041.38,3/22/2024
2/28/2021,Infused (non-edible),Each,7556,15758.18,398,15758.18,0,0,398,3/22/2024
2/28/2021,Buds,Grams,7556,1261792.75,0,0,88916.45,1261792.75,88916.45,3/22/2024
2/28/2021,Concentrate (Each),Each,7556,185714.01,3611,185714.01,0,0,3611,3/22/2024
2/28/2021,Infused Beverage,Each,7556,15822.56,1864,15822.56,0,0,1864,3/22/2024
2/28/2021,Raw Pre-Rolls,Grams,7556,323536.39,0,0,21564.48,323536.39,21564.48,3/22/2024
2/28/2021,Shake/Trim,Grams,7556,702.51,0,0,55,702.51,55,3/22/2024
2/28/2021,Infused (edible),Each,7556,457849.47,16805,457849.47,0,0,16805,3/22/2024
2/28/2021,Shake/Trim (by strain),Grams,7556,21657.13,0,0,2616,21657.13,2616,3/22/2024
2/28/2021,Kief,Grams,7556,2291.17,0,0,87,2291.17,87,3/22/2024
2/28/2021,Concentrate,Grams,7556,39351.44,0,0,597.5,39351.44,597.5,3/22/2024
2/28/2021,Infused Pre-Rolls,Grams,7556,8058.7,0,0,327.15,8058.7,327.15,3/22/2024
2/28/2021,Vape Product,Each,7556,549606.37,9629,549606.37,0,0,9629,3/22/2024
3/1/2021,Infused Pre-Rolls,Grams,7568,6566.52,0,0,274.4,6566.52,274.4,3/22/2024
3/1/2021,Raw Pre-Rolls,Grams,7568,307207.51,0,0,20840.7,307207.51,20840.7,3/22/2024
3/1/2021,Buds,Grams,7568,1144046.73,0,0,80991.09,1144046.73,80991.09,3/22/2024
3/1/2021,Infused (non-edible),Each,7568,7609.4,212,7609.4,0,0,212,3/22/2024
3/1/2021,Concentrate,Grams,7568,39902.48,0,0,603.6,39902.48,603.6,3/22/2024
3/1/2021,Shake/Trim (by strain),Grams,7568,22360.15,0,0,2967,22360.15,2967,3/22/2024
3/1/2021,Concentrate (Each),Each,7568,153919.82,3024,153919.82,0,0,3024,3/22/2024
3/1/2021,Kief,Grams,7568,2555.99,0,0,95,2555.99,95,3/22/2024
3/1/2021,Infused (edible),Each,7568,306485.74,11351,306485.74,0,0,11351,3/22/2024
3/1/2021,Vape Product,Each,7568,474902.86,8526,474902.86,0,0,8526,3/22/2024
3/1/2021,Shake/Trim,Grams,7568,538.34,0,0,39,538.34,39,3/22/2024
3/1/2021,Infused Beverage,Each,7568,9846.3,1217,9846.3,0,0,1217,3/22/2024
3/2/2021,Kief,Grams,7580,1962.5,0,0,75,1962.5,75,3/22/2024
3/2/2021,Infused (edible),Each,7580,311416.56,11615,311416.56,0,0,11615,3/22/2024
3/2/2021,Infused Beverage,Each,7580,9332.58,1201,9332.58,0,0,1201,3/22/2024
3/2/2021,Buds,Grams,7580,1151722.31,0,0,81110.76,1151722.31,81110.76,3/22/2024
3/2/2021,Shake/Trim (by strain),Grams,7580,18715.1,0,0,2358.09,18715.1,2358.09,3/22/2024
3/2/2021,Concentrate,Milligrams,7580,265,0,0,0,265,0,3/22/2024
3/2/2021,Raw Pre-Rolls,Grams,7580,309058.96,0,0,20711.91,309058.96,20711.91,3/22/2024
