id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
17787,C10-0000496-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,"Highland Park Patient Collective, Inc.","HIGHLAND PARK PATIENT COLLECTIVE, INC.","Steve Leon, Victoria Leon, William Giamela",Corporation,Data Not Available,21759 Erwin St W,Los Angeles,CA,Los Angeles,91367,Hipapaco@gmail.Com,(818) 725-6818,Data Not Available,34.183104,-118.602867
17788,C10-0000497-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,"Chronicpractor Caregiver, Inc.",Exhale Med Center,"Daniela Alexander, Jeremy Carr, Stan Eric Loyola",Corporation,Data Not Available,980 La Cienega Blvd N,Los Angeles,CA,Los Angeles,90069,Chronicpractor@gmail.Com,(310) 929-7771,Data Not Available,34.08892524,-118.3760389
17789,C10-0000498-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,Nature's Cure Inc.,MedMen LAX,"Adam Bierman, Andrew Modlin, Christopher Ganan",Corporation,Data Not Available,"8740 Sepulveda Blvd S, #105",Los Angeles,CA,Los Angeles,90045,Compliance@medmen.Com,(323) 593-5110,Data Not Available,33.957663,-118.395756
17790,C10-0000499-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,Advanced Patients' Collective,MedMen DTLA,"Amit Pandey, Edward Record, Ellen  Harrison, Michel  Serruya",Corporation,Data Not Available,735 Broadway Ave S,Los Angeles,CA,Los Angeles,90014,Compliance@medmen.Com,(323) 593-5110,Data Not Available,34.044538,-118.254349
5911,C10-0000500-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,Stockton Business Strategies,Connected Stockton,"Andrew Flynn, Brian Wendell, Caleb Counts, Chetan Gulati, Edward  Barkett, Luke Coleman, Sean  Ryan",Corporation,Data Not Available,678 Wilson Way N,Stockton,CA,San Joaquin,95205,Caleb.Regulatory@connectedca.Com,(916) 385-4657,Data Not Available,37.962769,-121.270708
5934,C10-0000501-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/24/2019 0:00,7/23/2024 0:00,7/24/2019 0:00,"Mstma, Inc.",--------------------------------------------,"Caleb Counts, Luke Coleman, Robert  Yosaitis",Corporation,Data Not Available,5234 Mission St,San Francisco,CA,San Francisco,94112,Regulatory@connectedca.Com,(916) 385-4657,Data Not Available,37.715371,-122.442162
5935,C10-0000502-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/25/2019 0:00,7/24/2024 0:00,7/25/2019 0:00,"Alternative Medicine Group, Inc.","ALTERNATIVE MEDICINE GROUP, INC.","Edward Chavez, Rachel  Chavez",Corporation,Data Not Available,1423 Abbot Kinney Blvd S,Los Angeles,CA,Los Angeles,90291,Licensing@dosist.Com,(424) 252-9466,Data Not Available,33.990615,-118.465151
5936,C10-0000503-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/25/2019 0:00,7/24/2023 0:00,8/23/2023 0:00,"The Leonard Moore Cooperative, Inc.","THE LEONARD MOORE COOPERATIVE, INC.",Gabriel Martin,Corporation,Data Not Available,"10483 Lansing Street, #17",Mendocino,CA,Mendocino,95460,Thelmc@thelmc.Org,(707) 937-4562,Data Not Available,39.306659,-123.798331
5937,C10-0000504-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/25/2019 0:00,7/24/2024 0:00,2/23/2024 0:00,H.O.T.N. Club,HOTN Cultivation Club,"Bradley Ulisky, Howard Mills, John Greenwood",Corporation,Data Not Available,68945 Vista Chino,Cathedral City,CA,Riverside,92234,Bradley@hotn.Club,(760) 832-7614,Data Not Available,33.84457536,-116.4595392
5938,C10-0000505-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/25/2019 0:00,7/24/2024 0:00,7/8/2021 0:00,Kushism Inc.,Data Not Available,Vacho Khachatryan,Corporation,Data Not Available,7555 Woodley Ave,Van Nuys,CA,Los Angeles,91406,Info@kushisminc.Com,(818) 994-3446,Data Not Available,34.20816,-118.483839
5939,C10-0000506-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/25/2019 0:00,7/24/2024 0:00,7/25/2019 0:00,Icann LLC,Farmacy Berkeley,"Graham Farrar, Kyle Kazan",Limited Liability Company,Data Not Available,3243 Sacramento St,Berkeley,CA,Alameda,94702,Retailoperations@glasshousegroup.Com,(562) 264-5078,Data Not Available,37.848138,-122.277573
5940,C10-0000507-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"Cannacruz, Inc.",CannaCruz,"Brad Palmer, Grant Palmer",Corporation,Data Not Available,115 Limekiln St,Santa Cruz,CA,Santa Cruz,95060,Cruz89@aol.Com,(831) 206-7569,Data Not Available,36.98533259,-122.0322416
5941,C10-0000508-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/27/2020 0:00,Community Health Solutions,Data Not Available,"John Oram, Michael Doherty, Rachel Bardis, Stephen Squaglia",Corporation,Data Not Available,1918 16th St,Sacramento,CA,Sacramento,95811,Rachel@cultivatedcalifornia.Com,(916) 712-7263,Data Not Available,38.567636,-121.490074
5942,C10-0000509-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/27/2022 0:00,Emerald Beach Care,The Station,Adel Hijazi,Corporation,Data Not Available,1957 Pacific Ave,Long Beach,CA,Los Angeles,90806,Adam.Lbca@gmail.Com,(562) 270-5454,Data Not Available,33.79285456,-118.1941449
5943,C10-0000510-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"Mmd, Inc.",Data Not Available,"Steve Ashbel, Uriel Valenzuela",Corporation,Data Not Available,1515 N. Cahuenga Blvd,Hollywood,CA,Los Angeles,90028,Lachhc@yahoo.Com,(877) 420-5874,Data Not Available,34.09850724,-118.3297544
5944,C10-0000511-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"Cruz Verde, Inc.",Green Cross of Torrance,"Edward Chavez, Rachel Chavez",Corporation,Data Not Available,"1658 Carson St W, #a-C",Torrance,CA,Los Angeles,90501,Gck420@gmail.Com,(310) 533-9363,Data Not Available,33.8311,-118.308677
5945,C10-0000512-LIC,Revoked,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2021 0:00,11/23/2020 0:00,San Francisco Foundation On Going Green,SAN FRANCISCO FOUNDATION ON GOING GREEN,"Almir Guimaraes, Ramon Lopez",Corporation,Data Not Available,211 12th St,San Francisco,CA,San Francisco,94103,Almir@sffogg.Com,(415) 312-1680,Data Not Available,37.771747,-122.416571
5946,C10-0000513-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2023 0:00,8/24/2023 0:00,The Natural Way Of L.A.,THE NATURAL WAY OF L.A.,"Andrea Lobato, Andrew  Schweibold, Cory  Azzalino, Jim  Clark, John Curtis, Katsujin  Chao, Megan  Miller, Nick  Fasano, paul park, Rogelio Choy, Thomas Jermoluk, Tony Kim",Corporation,Data Not Available,5067 W Washington Blvd,Los Angeles,CA,Los Angeles,90016,Ppark@kspllaw.Com,(213) 380-9200,Data Not Available,34.041098,-118.350333
5947,C10-0000514-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"Captain Kirk Services, Inc.",Airfield Supply Co.,"Christopher Martin, Daniel Thompson Jr, Greg Gamet, Laurie Holcomb, Marc Matulich",Corporation,Data Not Available,1190 Coleman Ave,San Jose,CA,Santa Clara,95110,Info@airfieldsupplyco.Com,(408) 320-0230,Data Not Available,37.3569359,-121.9317728
5948,C10-0000515-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"Rhmt, LLC",The Apothecarium,"Gary Luster, Keith Stauffer, Lynn Gefen, Michael Thomsen, Ryan Hudson",Limited Liability Company,Data Not Available,2029 Market St,San Francisco,CA,San Francisco,94114,Michael@apothecarium.Com,(415) 500-2620,Data Not Available,37.75959396,-122.433754
5949,C10-0000516-LIC,Surrendered,Provisional,Commercial -  Retailer,Medicinal,7/26/2019 0:00,7/25/2020 0:00,1/6/2022 0:00,Canna Can Help Inc,Data Not Available,Tammy Murray,Corporation,Data Not Available,6614 Avenue 304,Visalia,CA,Tulare,93291,Cannacanhelpinc@gmail.Com,(559) 651-4090,Data Not Available,36.3430729,-119.4257113
5950,C10-0000517-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,Higher Level Of Care Seaside,Higher Level,"Christopher Martin, Daniel Thompson Jr., Greg Gamet, Laurie  Holcomb, Salvatore Palma",Corporation,Data Not Available,1440 Canyon Del Rey Blvd,Seaside,CA,Monterey,93955,Spalma.Pbs@gmail.Com,(310) 261-4809,Data Not Available,36.606943,-121.855101
5951,C10-0000518-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2024 0:00,7/26/2019 0:00,"New Apothecary, Inc.",Apothecary 420,"Phillip  Scheibe, Spencer Juarez, Tatyana  Shapiro, Vadim Shapiro",Corporation,Data Not Available,15374 Dickens St,Sherman Oaks,CA,Los Angeles,91403,Apothecarymngt@gmail.Com,(818) 905-0420,Data Not Available,34.15327492,-118.4689969
5952,C10-0000519-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/26/2019 0:00,7/25/2020 0:00,1/6/2022 0:00,"Downtown Collective, Inc.",Zen Noho,"Garen  Grigorian, Kevork Khzarjian, Nelli Ogandzhanyan",Corporation,Data Not Available,5142 Vineland Ave,N Hollywood,CA,Los Angeles,91601,Info@zen-Noho.Com,(818) 487-3737,Data Not Available,34.16385813,-118.3699637
5953,C10-0000520-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2023 0:00,8/27/2023 0:00,Metro Health Systems,Green Door Metro,Brian Galletta,Corporation,Data Not Available,6492 Florin Perkins Rd,Sacramento,CA,Sacramento,95828,Briang@spLLCgroup.Com,(916) 382-9766,Data Not Available,38.509277,-121.394151
5954,C10-0000521-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,11/15/2019 0:00,"C.A.R.E. Collective, Inc.","C.A.R.E. COLLECTIVE, INC.","Adis Mailyan, Alik Eliasian, Carlos Vignali, Quan Lo",Corporation,Data Not Available,2725 South St E,Long Beach,CA,Los Angeles,90805,Phvesq@gmail.Com,(714) 809-5076,Data Not Available,33.860609,-118.159067
5912,C10-0000522-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,"Howard Street Partners, LLC",The Apothecarium,"KEITH STAUFFER, Lynn Gefen, Ziad Ghanem",Limited Liability Company,Data Not Available,527 Howard St,San Francisco,CA,San Francisco,94105,Lgefen@terrascend.Com,(561) 702-8643,Data Not Available,37.787828,-122.396523
5913,C10-0000523-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,"Deep Thought, LLC",The Apothecarium,"Keith Stauffer, Lynn Gefen, Ziad Ghanem",Limited Liability Company,Data Not Available,2414 Lombard St,San Francisco,CA,San Francisco,94123,Lgefen@terrascend.Com,(561) 702-8643,Data Not Available,37.799395,-122.441382
5914,C10-0000524-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2022 0:00,"Therapeutic Health Collective, Inc.",The Drop - Off Rosecrans,Ray Chacon San Miguel,Corporation,Data Not Available,621 Rosecrans Ave W,Gardena,CA,Los Angeles,90248,Raychaconsm@gmail.Com,(714) 520-1253,Data Not Available,33.902665,-118.285608
5915,C10-0000525-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,5/21/2020 0:00,"Alternative Therapeutic Solutions, Inc",Catalyst-Cherry,Elliot Lewis,Corporation,Data Not Available,3170 Cherry Ave,Long Beach,CA,Los Angeles,90807,Connectedbelmontshore@gmail.Com,(562) 430-6700,Data Not Available,33.815046,-118.166643
5916,C10-0000526-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,"Healthy Herbal Care, Inc.",HHC,"Alexander Volk, Igor Kirzhner, Vyachesalv  Galyuk",Corporation,Data Not Available,7123 Sepulveda Blvd N,Van Nuys,CA,Los Angeles,91405,Hhcdirect@gmail.Com,(818) 371-7559,Data Not Available,34.200186,-118.466515
6067,C10-0000527-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,Access Bryant Spc,Project Cannabis SF,"Bryan Olson, Cameron Wald, David Hart, David Sirolly, Derek Watson, Eddy Mendez, Michael Abbott, Nicholas Vita, Stewart Stinson",Corporation,Data Not Available,761 Bryant St,San Francisco,CA,San Francisco,94107,Cwald@mmacus.Com,(424) 512-9030,Data Not Available,37.776577,-122.401387
6821,C10-0000528-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,"Bynate, Inc.",Highway 33 Dispensary,John Montgomery,Corporation,Data Not Available,21931 State Highway 33,Crows Landing,CA,Stanislaus,95313,Jtmontgomery111@yahoo.Com,(209) 837-7005,Data Not Available,37.394069,-121.072617
6822,C10-0000529-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/29/2019 0:00,7/28/2024 0:00,7/29/2019 0:00,"Canna Healthcare, Inc.",Cloud 8th DTLA,"Allison Hanada, Shannon Chon",Corporation,Data Not Available,2111 S Long Beach Ave,Los Angeles,CA,Los Angeles,90058,Cannahealthcare@cloud8thdtla.Co,(213) 808-2725,Data Not Available,,
6823,C10-0000530-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use,7/30/2019 0:00,7/29/2022 0:00,6/2/2022 0:00,Fairfax Enterprise,"FAIRFAX ENTERPRISE, INC.",Jimmy Duong,Corporation,Data Not Available,3210 Standard Ave S,Santa Ana,CA,Orange,92705,Mngstatelicensing@gmail.Com,(562) 405-1529,Data Not Available,33.703877,-117.859339
6824,C10-0000531-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/31/2019 0:00,7/30/2020 0:00,8/29/2020 0:00,Cathedral City Releaf,City of Dank,ARMEN HARUTYUNYAN,Corporation,Data Not Available,68444 Perez Rd,Cathedral City,CA,Riverside,92234,Citidanq@gmail.Com,(760) 615-5225,Data Not Available,33.78514283,-116.467827
6825,C10-0000532-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,7/31/2019 0:00,7/30/2024 0:00,7/31/2019 0:00,Herbal Cooperative Inc,Lakeside Herbal Solutions,Chris Jennings,Corporation,Data Not Available,4345 Mullen Ave,Clearlake,CA,Lake,95422,Chriswjennings@gmail.Com,(707) 994-3721,Data Not Available,38.95221652,-122.6420049
6826,C10-0000533-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,7/31/2019 0:00,7/30/2024 0:00,8/3/2021 0:00,"The Hi Collective, Corp.",Dr. Greenthumb,Hovhannes Hakobyan,Corporation,Data Not Available,68333 Perez Rd,Cathedral CTY,CA,Riverside,92234,Tsengik@gmail.Com,(201) 707-2925,Data Not Available,33.784611,-116.46953
6827,C10-0000534-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/1/2019 0:00,7/31/2024 0:00,8/1/2019 0:00,Davisville Business Enterprises Inc,F Street Dispensary,"Michael Read, Robert Read",Corporation,Data Not Available,420 F St,Davis,CA,Yolo,95616,Rob@420fsd.Com,(530) 574-3147,Data Not Available,38.546662,-121.740618
6828,C10-0000535-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/2/2019 0:00,8/1/2024 0:00,8/2/2019 0:00,"J@g Enterprises, Inc",SYNERGY,"Adam  Levin, JAMIE GARZOT, Jay Paul Henderson",Corporation,Data Not Available,345 Hemsted Dr,Redding,CA,Shasta,96002,Info@synergy-Redding.Com,(530) 949-0501,Data Not Available,40.572557,-122.36628
6829,C10-0000536-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2019 0:00,8/4/2024 0:00,8/5/2019 0:00,Rdc Collective Corp.,Data Not Available,"Braden  Elliott, Gabriel Guzman, Mark Taylor, Woo Yi",Corporation,Data Not Available,18448 W Oxnard St,Tarzana,CA,Los Angeles,91356,Wooyi03@gmail.Com,(818) 757-0434,Data Not Available,34.179777,-118.535009
6830,C10-0000537-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2019 0:00,8/4/2024 0:00,8/5/2019 0:00,"The Van Nuys Group, LLC",The Artist Tree,"Avi  Kahan, Mitchell  Kahan",Limited Liability Company,Data Not Available,8311 Beverly Blvd W,Los Angeles,CA,Los Angeles,90048,Thevannuysgroup@gmail.Com,(323) 424-3035,Data Not Available,34.07624,-118.370498
6831,C10-0000538-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2019 0:00,8/4/2024 0:00,8/5/2019 0:00,Cornerstone Research Collective,Cornerstone Wellness,"Carlos de la Torre, Erika  Krumpl",Corporation,Data Not Available,2551 W Colorado Blvd,Los Angeles,CA,Los Angeles,90041,Info@cornerstonecollective.Com,(323) 259-8933,Data Not Available,34.142104,-118.221986
6832,C10-0000539-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2019 0:00,8/4/2024 0:00,8/5/2019 0:00,Seventy Second Street,Flower Power SF,Ondyn Herschelle,Corporation,Data Not Available,70 Second St,San Francisco,CA,San Francisco,94105,Rockett1154@gmail.Com,(510) 368-1262,Data Not Available,37.788266,-122.400378
6833,C10-0000540-LIC,Suspended,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/5/2019 0:00,8/4/2024 0:00,3/13/2024 0:00,"Cal Green Medical, LLC.",HERB N JOY,"Jeddediah Hazard, Jeff  Linden, Rajan  Dave",Limited Liability Company,Data Not Available,164 Aero Camino,Goleta,CA,Santa Barbara,93117,Info@calgreenmedical.Com,(805) 770-3947,Data Not Available,34.432267,-119.848171
6834,C10-0000541-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/6/2019 0:00,8/5/2024 0:00,8/6/2019 0:00,"Imperial Greens Retail Outlet, Inc.",March and Ash,"Blake Marchand, Breton Peace, Courtney  Chamberlin, Greg Darling, Jonathan Saco",Corporation,Data Not Available,2433 Marshall Ave,Imperial,CA,Imperial,92251,Bret@peaceshea.Com,(619) 504-2424,Data Not Available,32.830473,-115.569446
6835,C10-0000542-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,8/6/2019 0:00,8/5/2024 0:00,8/6/2019 0:00,"Shatter, LLC","SHATTER, LLC","Andrew  Horton, Thomas Bamber",Limited Liability Company,Data Not Available,350 W 5th St,SN Bernrdno,CA,San Bernardino,92401,Shatterretail@outlook.Com,(909) 330-0900,Data Not Available,38.34801698,-120.7701354
6836,C10-0000543-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/7/2019 0:00,8/6/2024 0:00,8/7/2019 0:00,Reefside Health Center Inc.,Reefside,"Georg Kluzniok, Jakob Laggner, John Bryce",Corporation,Data Not Available,1104 Ocean St,Santa Cruz,CA,Santa Cruz,95060,Nicolelaggner@gmail.Com,(831) 440-6195,Data Not Available,36.98231817,-122.0221052
6837,C10-0000544-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,8/8/2019 0:00,8/7/2024 0:00,8/8/2019 0:00,"The Herbivore, Inc.",Data Not Available,William Summers,Corporation,Data Not Available,709 California Blvd,Napa,CA,Napa,94559,Billy@cannerycreative.Com,(310) 625-7242,Data Not Available,38.296015,-122.300912
6838,C10-0000545-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/8/2019 0:00,8/7/2024 0:00,1/21/2022 0:00,Moreno Valley Investment X LLC,Mr. Nice Guy Marijuana Cannabis Dispensary Moreno Valley,Joseph Martin,Limited Liability Company,Data Not Available,24072 Postal Ave,Moreno Valley,CA,Riverside,92553,Mngstatelicensing@gmail.Com,(949) 750-9579,Data Not Available,33.940323,-117.242572
6839,C10-0000546-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2019 0:00,8/8/2024 0:00,8/9/2023 0:00,"Survivormedz, A Cooperative Corporation",RELEAF MEDS,Anthony Cioe,Corporation,Data Not Available,618 Pine St,Ramona,CA,San Diego,92065,Tcioe@yahoo.Com,(619) 917-1223,Data Not Available,33.050358,-116.871499
6840,C10-0000547-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2019 0:00,8/8/2022 0:00,9/7/2022 0:00,"Monex Place Wellness, Inc.",MR NICE GUY,"Dijla Alsaigh, Joseph Martin",Corporation,Data Not Available,1080 Joshua Way,Vista,CA,San Diego,92081,Monexplacewellness@gmail.Com,(949) 750-9579,Data Not Available,33.148384,-117.230405
6841,C10-0000548-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2019 0:00,8/8/2024 0:00,8/9/2019 0:00,"Welcome The Healing Touch, Inc.",Data Not Available,"ARMAN KARKOTSYAN, MARAT ARAKELIAN, Najah Alsaigh",Corporation,Data Not Available,18013 W Ventura Blvd,Encino,CA,Los Angeles,91316,Carpeomnia123@gmail.Com,(818) 822-3040,Data Not Available,34.16460644,-118.5247497
7036,C10-0000549-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,8/9/2019 0:00,8/8/2024 0:00,8/9/2019 0:00,"Holistic Healing Alternative, Inc.",Greenwolf,"Andrea Lobato, Andrew Schweibold, Austin DeAngelis, Bernard Bregman, Cory Azzalino, Jim  Clark, Katsujin David Chao, Rogelio Choy, Thomas Jermoluk",Corporation,Data Not Available,2950 W Los Feliz Blvd,Los Angeles,CA,Los Angeles,90039,Info@greenwolf.La,(323) 668-9390,Data Not Available,34.12548108,-118.2637591
